date,state,deaths
4/18/2020 12:00:00 AM,Arizona,4
4/18/2020 12:00:00 AM,Arizona,6
4/18/2020 12:00:00 AM,Arizona,11
4/18/2020 12:00:00 AM,Arizona,29
4/18/2020 12:00:00 AM,Arizona,56
4/18/2020 12:00:00 AM,Arizona,70
4/19/2020 12:00:00 AM,Arizona,1
4/19/2020 12:00:00 AM,Arizona,2
4/19/2020 12:00:00 AM,Arizona,4
4/19/2020 12:00:00 AM,Arizona,7
4/19/2020 12:00:00 AM,Arizona,11
4/19/2020 12:00:00 AM,Arizona,30
4/19/2020 12:00:00 AM,Arizona,56
4/19/2020 12:00:00 AM,Arizona,75
4/20/2020 12:00:00 AM,Arizona,1
4/20/2020 12:00:00 AM,Arizona,3
4/20/2020 12:00:00 AM,Arizona,4
4/20/2020 12:00:00 AM,Arizona,7
4/20/2020 12:00:00 AM,Arizona,11
4/20/2020 12:00:00 AM,Arizona,30
4/20/2020 12:00:00 AM,Arizona,58
4/20/2020 12:00:00 AM,Arizona,75
4/21/2020 12:00:00 AM,Arizona,1
4/21/2020 12:00:00 AM,Arizona,3
4/21/2020 12:00:00 AM,Arizona,5
4/21/2020 12:00:00 AM,Arizona,7
4/21/2020 12:00:00 AM,Arizona,11
4/21/2020 12:00:00 AM,Arizona,35
4/21/2020 12:00:00 AM,Arizona,65
4/21/2020 12:00:00 AM,Arizona,84
4/22/2020 12:00:00 AM,Arizona,1
4/22/2020 12:00:00 AM,Arizona,3
4/22/2020 12:00:00 AM,Arizona,5
4/22/2020 12:00:00 AM,Arizona,8
4/22/2020 12:00:00 AM,Arizona,12
4/22/2020 12:00:00 AM,Arizona,35
4/22/2020 12:00:00 AM,Arizona,68
4/22/2020 12:00:00 AM,Arizona,97
4/23/2020 12:00:00 AM,Arizona,1
4/23/2020 12:00:00 AM,Arizona,3
4/23/2020 12:00:00 AM,Arizona,5
4/23/2020 12:00:00 AM,Arizona,8
4/23/2020 12:00:00 AM,Arizona,13
4/23/2020 12:00:00 AM,Arizona,35
4/23/2020 12:00:00 AM,Arizona,70
4/23/2020 12:00:00 AM,Arizona,115
3/24/2020 12:00:00 AM,Arkansas,1
3/25/2020 12:00:00 AM,Arkansas,1
3/26/2020 12:00:00 AM,Arkansas,1
3/26/2020 12:00:00 AM,Arkansas,2
3/27/2020 12:00:00 AM,Arkansas,1
3/27/2020 12:00:00 AM,Arkansas,2
3/28/2020 12:00:00 AM,Arkansas,1
3/28/2020 12:00:00 AM,Arkansas,2
3/29/2020 12:00:00 AM,Arkansas,1
